Month,Age,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,EMI_Income_Ratio,auto loan,credit-builder loan,home equity loan,student loan,payday loan,personal loan,mortgage loan,debt consolidation loan,not specified,No Data,Credit_Score
4,20.0,13,125491.64,10517.636666666667,1.0,3.0,5.0,3.0,5.0,7.0,5.87,4.0,1,587.63,34.444065553167675,218.0,1,271.73668118956255,427.2467802265873,5,642.7802052505169,0.025836287162378607,0,1,0,0,0,0,0,1,0,0,0
5,20.0,13,125491.64,10517.636666666667,1.0,3.0,5.0,3.0,5.0,5.0,1.87,4.0,1,587.63,31.898894607665248,219.0,1,271.73668118956255,10000.0,5,201.53061057651126,0.025836287162378607,0,1,0,0,0,0,0,1,0,0,0
6,20.0,13,125491.64,10517.636666666667,1.0,3.0,5.0,3.0,5.0,7.0,1.87,4.0,1,587.63,35.360564176023544,220.0,1,271.73668118956255,232.0451894834299,2,807.9817959936743,0.025836287162378607,0,1,0,0,0,0,0,1,0,0,0
7,21.0,13,125491.64,10517.636666666667,1.0,3.0,5.0,3.0,5.0,7.0,1.87,4.0,1,587.63,35.53754863730747,221.0,1,271.73668118956255,333.1925638783718,4,726.8344215987323,0.025836287162378607,0,1,0,0,0,0,0,1,0,0,0
8,21.0,13,125491.64,10517.636666666667,1.0,3.0,5.0,3.0,7.0,7.0,2.87,4.0,1,587.63,34.88851199244815,222.0,1,271.73668118956255,110.43297011584092,2,909.5940153612632,0.025836287162378607,0,1,0,0,0,0,0,1,0,0,0
1,35.0,2,36722.84,2820.236666666666,6.0,5.0,10.0,4.0,12.0,9.0,11.68,1.0,1,409.3,34.91432335218377,182.0,1,122.32008687664838,108.3666762060352,3,301.33690358398314,0.043372277341966005,0,0,1,0,0,1,1,0,0,0,2
2,36.0,2,36722.84,2820.236666666666,6.0,5.0,10.0,4.0,7.0,8.0,11.68,1.0,1,409.3,29.282778133870373,183.0,1,122.32008687664838,71.28887605991375,3,348.4147037301045,0.043372277341966005,0,0,1,0,0,1,1,0,0,0,1
3,36.0,2,36722.84,2820.236666666666,6.0,5.0,10.0,4.0,7.0,9.0,16.68,1.0,1,409.3,38.85447308878711,184.0,1,122.32008687664838,197.3758504747094,3,232.32772931530891,0.043372277341966005,0,0,1,0,0,1,1,0,0,0,1
4,36.0,2,36722.84,2820.236666666666,6.0,5.0,10.0,4.0,7.0,9.0,11.68,3.0,1,409.3,25.01160108989592,185.0,1,122.32008687664838,157.36896354645717,4,282.3346162435612,0.043372277341966005,0,0,1,0,0,1,1,0,0,0,1
5,36.0,2,36722.84,2820.236666666666,6.0,5.0,10.0,4.0,12.0,9.0,11.68,1.0,1,409.3,27.971484284682845,186.0,1,122.32008687664838,251.75121976910268,3,177.95236002091565,0.043372277341966005,0,0,1,0,0,1,1,0,0,0,2
6,36.0,2,36722.84,2820.236666666666,6.0,5.0,10.0,4.0,7.0,9.0,11.68,1.0,1,409.3,39.18572606159271,187.0,1,122.32008687664838,133.15600603260907,5,316.54757375740917,0.043372277341966005,0,0,1,0,0,1,1,0,0,0,1
7,36.0,2,36722.84,2820.236666666666,6.0,5.0,10.0,4.0,7.0,12.0,11.68,3.0,1,409.3,22.87587526289657,188.0,1,122.32008687664838,344.20040411661165,5,105.5031756734067,0.043372277341966005,0,0,1,0,0,1,1,0,0,0,1
8,36.0,2,36722.84,2820.236666666666,6.0,5.0,10.0,4.0,3.0,9.0,11.68,3.0,1,409.3,33.71727303601605,189.0,1,122.32008687664838,197.28873057397496,5,252.4148492160433,0.043372277341966005,0,0,1,0,0,1,1,0,0,0,1
1,28.0,11,15687.44,1036.2866666666666,6.0,4.0,21.0,4.0,8.0,23.0,17.82,7.0,2,1943.08,27.411037005319194,120.0,2,41.80302280657777,38.21574007238481,5,313.60990378770407,0.04033924603222188,1,0,0,0,0,0,0,0,1,0,1
2,28.0,11,15687.44,1036.2866666666666,6.0,4.0,21.0,4.0,11.0,20.0,17.82,7.0,2,1943.08,32.14962877286885,120.0,2,41.80302280657777,46.13057612729637,5,305.6950677327925,0.04033924603222188,1,0,0,0,0,0,0,0,1,0,1
3,28.0,11,15687.44,1036.2866666666666,6.0,4.0,21.0,4.0,14.0,20.0,18.82,8.0,2,1943.08,36.69684903349455,121.0,0,41.80302280657777,11.030927442983826,1,300.79471641710506,0.04033924603222188,1,0,0,0,0,0,0,0,1,0,1
4,28.0,11,15687.44,1036.2866666666666,6.0,4.0,21.0,4.0,11.0,20.0,17.82,8.0,2,1943.08,30.597354737543,122.0,0,41.80302280657777,27.841584178644872,4,313.984059681444,0.04033924603222188,1,0,0,0,0,0,0,0,1,0,1
5,28.0,11,15687.44,1036.2866666666666,6.0,4.0,21.0,4.0,11.0,20.0,17.82,8.0,2,1943.08,34.60576726855111,123.0,2,41.80302280657777,81.06763872034995,5,270.75800513973894,0.04033924603222188,1,0,0,0,0,0,0,0,1,0,1
6,28.0,11,15687.44,1036.2866666666666,6.0,4.0,21.0,4.0,10.0,20.0,17.82,8.0,2,1943.08,34.94153058514065,124.0,2,41.80302280657777,89.10781017885508,5,262.7178336812338,0.04033924603222188,1,0,0,0,0,0,0,0,1,0,1
7,28.0,11,15687.44,1036.2866666666666,6.0,4.0,21.0,4.0,14.0,20.0,17.82,8.0,2,1943.08,25.3286719213152,125.0,2,41.80302280657777,112.4119148128042,5,239.4137290472847,0.04033924603222188,1,0,0,0,0,0,0,0,1,0,1
8,28.0,11,15687.44,1036.2866666666666,6.0,4.0,21.0,4.0,11.0,19.0,18.82,8.0,2,1943.08,30.554832990869585,126.0,2,41.80302280657777,116.17267261791363,5,235.65297124217528,0.04033924603222188,1,0,0,0,0,0,0,0,1,0,2
1,42.0,7,7304.925,780.74375,7.0,8.0,32.0,8.0,47.0,18.0,24.07,9.0,0,4405.99,27.674767880934507,113.0,2,32.44151245424638,85.1506684029538,5,250.48219414279978,0.04155206167740232,0,1,1,1,1,1,1,0,0,0,1
2,42.0,7,7304.925,780.74375,7.0,8.0,32.0,8.0,42.0,17.0,24.07,9.0,0,4405.99,38.24612879140775,114.0,2,32.44151245424638,23.75973909743057,5,308.50815624411433,0.04155206167740232,0,1,1,1,1,1,1,0,0,0,1
3,42.0,7,7304.925,780.74375,7.0,8.0,32.0,8.0,42.0,20.0,24.07,9.0,0,4405.99,38.11624087900128,115.0,2,32.44151245424638,49.44845115728485,5,286.18441138846885,0.04155206167740232,0,1,1,1,1,1,1,0,0,0,2
4,42.0,7,7304.925,780.74375,7.0,8.0,32.0,8.0,42.0,17.0,27.07,9.0,0,4405.99,26.32710045302517,116.0,2,32.44151245424638,59.892098826499826,3,255.7407637192538,0.04155206167740232,0,1,1,1,1,1,1,0,0,0,2
5,43.0,7,7304.925,780.74375,7.0,8.0,32.0,8.0,42.0,15.0,24.07,9.0,0,4405.99,36.29425577483931,117.0,2,32.44151245424638,39.8615956807253,5,295.7712668650284,0.04155206167740232,0,1,1,1,1,1,1,0,0,0,1
6,43.0,7,7304.925,780.74375,7.0,8.0,32.0,8.0,42.0,18.0,24.07,9.0,0,4405.99,28.58981199760254,118.0,2,32.44151245424638,27.693543194489557,5,297.9393193512641,0.04155206167740232,0,1,1,1,1,1,1,0,0,0,1
7,43.0,7,7304.925,780.74375,7.0,8.0,32.0,8.0,42.0,17.0,24.07,9.0,0,4405.99,31.986803704921662,119.0,2,32.44151245424638,81.03803195437507,5,254.59483059137852,0.04155206167740232,0,1,1,1,1,1,1,0,0,0,1
8,43.0,7,7304.925,780.74375,7.0,8.0,32.0,8.0,42.0,18.0,24.07,9.0,0,4405.99,25.55068820713825,120.0,2,32.44151245424638,30.86413217971644,4,294.7687303660372,0.04155206167740232,0,1,1,1,1,1,1,0,0,0,1
1,20.0,6,18921.78,1403.8149999999996,6.0,9.0,29.0,6.0,27.0,19.0,27.7,12.0,0,4761.49,34.74319437789246,169.0,2,48.81955243544303,81.11031361596763,5,300.45163394858935,0.03477634334683918,1,1,0,1,0,1,0,0,1,0,2
2,20.0,6,18921.78,1403.8149999999996,6.0,9.0,29.0,6.0,27.0,16.0,27.7,14.0,0,4761.49,32.914122868637385,170.0,2,48.81955243544303,108.98235535599156,5,272.57959220856543,0.03477634334683918,1,1,0,1,0,1,0,0,1,0,2
3,20.0,6,18921.78,1403.8149999999996,6.0,9.0,29.0,6.0,27.0,16.0,27.7,14.0,0,4761.49,32.82562757794922,171.0,2,48.81955243544303,82.8594120919077,4,298.70253547264923,0.03477634334683918,1,1,0,1,0,1,0,0,1,0,1
4,20.0,6,18921.78,1403.8149999999996,6.0,9.0,29.0,6.0,27.0,16.0,27.7,14.0,0,4761.49,39.4499169466417,172.0,2,48.81955243544303,10000.0,0,312.42160281184164,0.03477634334683918,1,1,0,1,0,1,0,0,1,0,2
5,20.0,6,18921.78,1403.8149999999996,6.0,9.0,29.0,6.0,27.0,16.0,27.7,14.0,0,4761.49,35.102304901516945,173.0,2,48.81955243544303,143.51200266290994,4,228.04994490164702,0.03477634334683918,1,1,0,1,0,1,0,0,1,0,2
6,20.0,6,18921.78,1403.8149999999996,6.0,9.0,29.0,6.0,29.0,15.0,27.7,14.0,0,4761.49,35.36706809091597,174.0,2,48.81955243544303,42.97366805912838,2,308.5882795054286,0.03477634334683918,1,1,0,1,0,1,0,0,1,0,2
7,20.0,6,18921.78,1403.8149999999996,6.0,9.0,29.0,6.0,27.0,16.0,27.7,14.0,0,4761.49,25.55849387798085,175.0,2,48.81955243544303,129.83525146581505,4,251.7266960987419,0.03477634334683918,1,1,0,1,0,1,0,0,1,0,1
8,20.0,6,18921.78,1403.8149999999996,6.0,9.0,29.0,6.0,27.0,16.0,21.7,14.0,0,4761.49,29.29802504847884,176.0,2,48.81955243544303,35.16609451180977,2,316.3958530527472,0.03477634334683918,1,1,0,1,0,1,0,0,1,0,1
1,33.0,1,122942.28,10205.19,2.0,3.0,3.0,1.0,9.0,4.0,4.88,2.0,1,924.1,31.31044991542348,338.0,1,101.56797654898996,475.84940001505294,2,703.1016234359572,0.009952580652490542,0,0,0,0,0,0,1,0,0,0,0
2,33.0,1,122942.28,10205.19,2.0,3.0,3.0,1.0,8.0,3.0,4.88,2.0,1,924.1,41.73528118316033,339.0,1,101.56797654898996,248.2620631006746,0,910.6889603503357,0.009952580652490542,0,0,0,0,0,0,1,0,0,0,0
3,33.0,1,122942.28,10205.19,2.0,3.0,3.0,1.0,8.0,4.0,4.88,2.0,1,924.1,40.525721253339206,340.0,1,101.56797654898996,335.60869981326044,3,853.3423236377498,0.009952580652490542,0,0,0,0,0,0,1,0,0,0,0
4,33.0,1,122942.28,10205.19,2.0,3.0,3.0,1.0,7.0,5.0,4.88,2.0,1,924.1,32.23956646529689,341.0,0,101.56797654898996,10000.0,1,782.0452762751413,0.009952580652490542,0,0,0,0,0,0,1,0,0,0,0
5,33.0,1,122942.28,10205.19,2.0,3.0,3.0,1.0,8.0,2.0,4.88,2.0,1,924.1,37.02003777113682,342.0,1,101.56797654898996,979.1297608566276,5,229.8212625943825,0.009952580652490542,0,0,0,0,0,0,1,0,0,0,0
6,33.0,1,122942.28,10205.19,2.0,3.0,3.0,1.0,8.0,4.0,4.88,2.0,1,924.1,32.33435303453401,343.0,1,101.56797654898996,367.6034018324154,4,831.3476216185949,0.009952580652490542,0,0,0,0,0,0,1,0,0,0,0
7,33.0,1,122942.28,10205.19,2.0,3.0,3.0,1.0,8.0,4.0,4.88,4.0,1,924.1,32.51842277789734,344.0,1,101.56797654898996,116.2624905652591,0,1042.688532885751,0.009952580652490542,0,0,0,0,0,0,1,0,0,0,0
8,33.0,1,122942.28,10205.19,2.0,3.0,3.0,1.0,8.0,4.0,4.88,4.0,1,924.1,32.403388221707765,345.0,1,101.56797654898996,821.8076237013545,4,377.14339974965566,0.009952580652490542,0,0,0,0,0,0,1,0,0,0,0
1,25.0,4,42021.7,3386.808333333333,8.0,7.0,3.0,4.0,17.0,12.0,10.93,0.0,2,271.56,23.589932547193406,278.0,1,109.01733845498752,209.3784822279921,3,290.28501265035374,0.03218881251177609,1,1,0,0,0,0,0,0,1,0,2
2,25.0,4,42021.7,3386.808333333333,8.0,7.0,3.0,4.0,19.0,12.0,10.93,4.0,2,271.56,29.900066139527983,278.0,1,109.01733845498752,228.85042850881652,5,290.8130663695293,0.03218881251177609,1,1,0,0,0,0,0,0,1,0,2
3,25.0,4,42021.7,3386.808333333333,8.0,7.0,3.0,4.0,14.0,12.0,10.93,4.0,2,271.56,36.11341774997236,279.0,1,109.01733845498752,53.16665170530941,1,426.4968431730363,0.03218881251177609,1,1,0,0,0,0,0,0,1,0,2
4,26.0,4,42021.7,3386.808333333333,8.0,7.0,3.0,4.0,17.0,14.0,10.93,4.0,2,271.56,38.03593106244243,280.0,1,109.01733845498752,89.96776599280294,3,409.6957288855429,0.03218881251177609,1,1,0,0,0,0,0,0,1,0,2
5,25.0,4,42021.7,3386.808333333333,8.0,7.0,3.0,4.0,17.0,12.0,10.93,4.0,2,271.56,24.698013208360443,281.0,1,109.01733845498752,133.35487527995878,1,346.30861959838705,0.03218881251177609,1,1,0,0,0,0,0,0,1,0,2
6,25.0,4,42021.7,3386.808333333333,8.0,7.0,3.0,4.0,21.0,14.0,4.93,4.0,2,271.56,23.18290849494544,282.0,1,109.01733845498752,10000.0,2,350.76376749814074,0.03218881251177609,1,1,0,0,0,0,0,0,1,0,2
7,26.0,4,42021.7,3386.808333333333,8.0,7.0,3.0,4.0,17.0,12.0,10.93,4.0,2,271.56,40.131960907810345,283.0,1,109.01733845498752,102.62256127412823,2,387.0409336042176,0.03218881251177609,1,1,0,0,0,0,0,0,1,0,2
8,26.0,4,42021.7,3386.808333333333,8.0,7.0,3.0,4.0,17.0,12.0,10.93,4.0,2,271.56,34.81017663713061,284.0,1,109.01733845498752,33.946885298052685,0,435.7166095802932,0.03218881251177609,1,1,0,0,0,0,0,0,1,0,2
1,16.0,10,85915.31999999999,7231.61,6.0,7.0,13.0,4.0,10.0,20.0,14.51,4.0,2,429.12,34.7271399249438,62.0,2,167.08147147226308,570.2131784704585,3,255.8663500572785,0.02310432551980307,0,1,0,0,1,0,1,0,0,0,2
2,16.0,10,85915.31999999999,7231.61,6.0,7.0,13.0,4.0,8.0,19.0,14.51,4.0,2,429.12,26.45931004374943,63.0,2,167.08147147226308,680.6881585934175,0,155.39136993431953,0.02310432551980307,0,1,0,0,1,0,1,0,0,0,2
3,16.0,10,85915.31999999999,7231.61,6.0,7.0,13.0,4.0,10.0,20.0,7.51,6.0,2,429.12,31.166313347127957,64.0,2,167.08147147226308,130.50679649104643,0,665.5727320366906,0.02310432551980307,0,1,0,0,1,0,1,0,0,0,2
4,16.0,10,85915.31999999999,7231.61,6.0,7.0,13.0,4.0,10.0,20.0,14.51,6.0,2,429.12,27.20879341037994,65.0,2,167.08147147226308,750.4168123981743,5,95.66271612956268,0.02310432551980307,0,1,0,0,1,0,1,0,0,0,2
5,16.0,10,85915.31999999999,7231.61,6.0,7.0,13.0,4.0,10.0,20.0,14.51,6.0,2,429.12,30.468958166510475,66.0,2,167.08147147226308,164.79728157184093,0,631.2822469558962,0.02310432551980307,0,1,0,0,1,0,1,0,0,0,2
6,16.0,10,85915.31999999999,7231.61,6.0,7.0,13.0,4.0,9.0,20.0,14.51,6.0,2,429.12,39.9480585663858,67.0,2,167.08147147226308,250.2366733758443,1,555.8428551518928,0.02310432551980307,0,1,0,0,1,0,1,0,0,0,2
7,16.0,10,85915.31999999999,7231.61,6.0,7.0,13.0,4.0,10.0,20.0,14.51,6.0,2,429.12,37.838926468462034,68.0,2,167.08147147226308,461.9780477776968,3,364.10148075004014,0.02310432551980307,0,1,0,0,1,0,1,0,0,0,2
8,16.0,10,85915.31999999999,7231.61,6.0,7.0,13.0,4.0,10.0,20.0,15.51,6.0,2,429.12,26.928830438896853,69.0,2,167.08147147226308,271.11172435087866,1,534.9678041768584,0.02310432551980307,0,1,0,0,1,0,1,0,0,0,2
1,28.0,9,142177.84,11947.153333333335,5.0,1.0,12.0,3.0,14.0,9.0,2.41,2.0,1,483.13,34.674222339846764,205.0,1,322.87607996147136,299.0877997672258,0,812.7514536046359,0.027025356664723308,1,0,1,1,0,0,0,0,0,0,0
2,28.0,9,142177.84,11947.153333333335,5.0,1.0,12.0,3.0,12.0,8.0,2.41,2.0,1,483.13,38.59121486684997,206.0,1,322.87607996147136,198.2469150180743,0,913.5923383537877,0.027025356664723308,1,0,1,1,0,0,0,0,0,0,0
3,28.0,9,142177.84,11947.153333333335,5.0,1.0,12.0,3.0,14.0,4.0,2.41,2.0,1,483.13,41.54753834655022,207.0,1,322.87607996147136,275.8439909934802,0,835.9952623783818,0.027025356664723308,1,0,1,1,0,0,0,0,0,0,0
4,28.0,9,142177.84,11947.153333333335,5.0,1.0,12.0,3.0,14.0,7.0,2.41,2.0,1,483.13,29.91265368395469,208.0,1,322.87607996147136,1403.3179226521354,5,206.77166368140442,0.027025356664723308,1,0,1,1,0,0,0,0,0,0,0
5,28.0,9,142177.84,11947.153333333335,5.0,1.0,12.0,3.0,14.0,7.0,2.41,2.0,1,483.13,30.027973766552574,209.0,0,322.87607996147136,307.99605062356625,0,803.8432027482958,0.027025356664723308,1,0,1,1,0,0,0,0,0,0,0
6,28.0,9,142177.84,11947.153333333335,5.0,1.0,12.0,3.0,18.0,7.0,2.41,2.0,1,483.13,42.22677128870991,210.0,1,322.87607996147136,228.99005158182925,1,892.8492017900328,0.027025356664723308,1,0,1,1,0,0,0,0,0,0,2
7,28.0,9,142177.84,11947.153333333335,5.0,1.0,12.0,3.0,14.0,6.0,2.41,2.0,1,483.13,35.593803891181935,211.0,1,322.87607996147136,465.61546855447676,2,666.2237848173853,0.027025356664723308,1,0,1,1,0,0,0,0,0,0,2
8,29.0,9,142177.84,11947.153333333335,5.0,1.0,12.0,3.0,19.0,7.0,2.41,2.0,1,483.13,27.677208979315576,212.0,1,322.87607996147136,467.6140828227542,1,654.2251705491077,0.027025356664723308,1,0,1,1,0,0,0,0,0,0,2
1,47.0,13,27814.63,2061.8858333333333,3.0,3.0,12.0,1.0,15.0,14.0,8.75,3.0,1,425.84,39.34894742717604,237.0,1,13.572811639360545,42.53330263053778,0,390.08246906343504,0.006582717345420699,0,0,0,0,0,0,0,1,0,0,1
2,47.0,13,27814.63,2061.8858333333333,3.0,3.0,12.0,1.0,17.0,12.0,8.75,3.0,1,425.84,37.55406320624913,238.0,1,13.572811639360545,86.92819745573385,5,395.6875742382389,0.006582717345420699,0,0,0,0,0,0,0,1,0,0,1
3,47.0,13,27814.63,2061.8858333333333,3.0,3.0,12.0,1.0,17.0,14.0,8.75,3.0,1,425.84,39.62531172922362,239.0,0,13.572811639360545,85.796233993882,2,356.8195377000908,0.006582717345420699,0,0,0,0,0,0,0,1,0,0,1
4,47.0,13,27814.63,2061.8858333333333,3.0,3.0,12.0,1.0,17.0,14.0,1.75,3.0,1,425.84,31.075868674899898,240.0,1,13.572811639360545,47.86075976628868,1,394.7550119276841,0.006582717345420699,0,0,0,0,0,0,0,1,0,0,1
5,47.0,13,27814.63,2061.8858333333333,3.0,3.0,12.0,1.0,17.0,14.0,2.75,3.0,1,425.84,30.51100350406355,241.0,1,13.572811639360545,69.28610046249995,3,393.3296712314728,0.006582717345420699,0,0,0,0,0,0,0,1,0,0,1
6,47.0,13,27814.63,2061.8858333333333,3.0,3.0,12.0,1.0,17.0,14.0,8.75,3.0,1,425.84,27.51286491858081,242.0,1,13.572811639360545,100.52481832894554,4,372.09095336502725,0.006582717345420699,0,0,0,0,0,0,0,1,0,0,1
7,47.0,13,27814.63,2061.8858333333333,3.0,3.0,12.0,1.0,17.0,14.0,8.75,6.0,1,425.84,31.906643784270464,243.0,0,13.572811639360545,194.5484691646856,5,288.0673025292872,0.006582717345420699,0,0,0,0,0,0,0,1,0,0,1
8,47.0,13,27814.63,2061.8858333333333,3.0,3.0,12.0,1.0,17.0,14.0,8.75,6.0,1,425.84,41.07769309945985,244.0,1,13.572811639360545,104.1423675852932,2,348.47340410867963,0.006582717345420699,0,0,0,0,0,0,0,1,0,0,1
1,34.0,4,49995.18000000001,4382.265,8.0,6.0,22.0,6.0,19.0,19.0,9.54,8.0,0,1783.96,29.48209905118312,220.0,2,148.05426179393018,37.960474505198775,0,497.3494194328375,0.03378487193127987,1,1,1,1,0,0,0,1,0,0,1
2,34.0,4,49995.18000000001,4382.265,8.0,6.0,22.0,6.0,21.0,18.0,9.54,8.0,0,1783.96,38.405899496344745,221.0,2,148.05426179393018,172.30698881106937,1,367.8652493950004,0.03378487193127987,1,1,1,1,0,0,0,1,0,0,1
3,34.0,4,49995.18000000001,4382.265,8.0,6.0,22.0,6.0,20.0,18.0,9.54,8.0,0,1783.96,23.811893530222942,222.0,2,148.05426179393018,10000.0,4,249.06132910272842,0.03378487193127987,1,1,1,1,0,0,0,1,0,0,1
4,34.0,4,49995.18000000001,4382.265,8.0,6.0,22.0,6.0,20.0,19.0,9.54,10.0,0,1783.96,32.97350210658625,223.0,2,148.05426179393018,179.2287773440112,5,400.94346086205866,0.03378487193127987,1,1,1,1,0,0,0,1,0,0,1
5,34.0,4,49995.18000000001,4382.265,8.0,6.0,22.0,6.0,20.0,18.0,9.54,10.0,0,1783.96,24.44059911612566,224.0,2,148.05426179393018,101.32021523871798,0,428.85202296735184,0.03378487193127987,1,1,1,1,0,0,0,1,0,0,1
6,34.0,4,49995.18000000001,4382.265,8.0,6.0,22.0,6.0,20.0,18.0,9.54,10.0,0,1783.96,31.915553157415665,225.0,2,148.05426179393018,310.0053018129204,3,250.16693639314946,0.03378487193127987,1,1,1,1,0,0,0,1,0,0,1
7,34.0,4,49995.18000000001,4382.265,8.0,6.0,22.0,6.0,20.0,18.0,9.54,10.0,0,1783.96,36.00759840063957,226.0,2,148.05426179393018,186.94488702306373,4,383.2273511830061,0.03378487193127987,1,1,1,1,0,0,0,1,0,0,1
8,34.0,4,49995.18000000001,4382.265,8.0,6.0,22.0,6.0,20.0,18.0,8.54,10.0,0,1783.96,27.00650801763997,227.0,2,148.05426179393018,291.0002614021052,2,259.1719768039647,0.03378487193127987,1,1,1,1,0,0,0,1,0,0,1
1,29.0,13,34480.2,2691.35,7.0,4.0,5.0,0.0,28.0,11.0,5.85,4.0,2,398.91,29.53985166146076,202.0,2,0.0,317.01327050965335,5,242.12172949034655,0.0,0,0,0,0,0,0,0,0,0,1,2
2,29.0,13,34480.2,2691.35,7.0,4.0,5.0,0.0,30.0,11.0,2.85,4.0,2,398.91,29.56509180451968,203.0,2,0.0,224.79095727777423,3,314.3440427222257,0.0,0,0,0,0,0,0,0,0,0,1,2
3,29.0,13,34480.2,2691.35,7.0,4.0,5.0,0.0,30.0,14.0,2.85,4.0,2,398.91,32.271204189250675,204.0,2,0.0,114.64599720174982,3,424.4890027982502,0.0,0,0,0,0,0,0,0,0,0,1,2
4,29.0,13,34480.2,2691.35,7.0,4.0,5.0,0.0,30.0,11.0,2.85,4.0,2,398.91,26.463346675462,205.0,2,0.0,266.5118343462114,5,292.62316565378865,0.0,0,0,0,0,0,0,0,0,0,1,2
5,29.0,13,34480.2,2691.35,7.0,4.0,5.0,0.0,30.0,11.0,0.8500000000000001,4.0,2,398.91,38.16560200294744,206.0,2,0.0,31.371341978526225,1,487.76365802147376,0.0,0,0,0,0,0,0,0,0,0,1,2
6,29.0,13,34480.2,2691.35,7.0,4.0,5.0,0.0,30.0,11.0,2.85,4.0,2,398.91,35.21710646587637,207.0,2,0.0,55.01133780076661,1,464.1236621992334,0.0,0,0,0,0,0,0,0,0,0,1,2
7,29.0,13,34480.2,2691.35,7.0,4.0,5.0,0.0,25.0,14.0,6.85,4.0,2,398.91,36.935882540509,208.0,2,0.0,93.69589590184195,3,445.43910409815805,0.0,0,0,0,0,0,0,0,0,0,1,2
8,30.0,13,34480.2,2691.35,7.0,4.0,5.0,0.0,31.0,11.0,9.85,4.0,2,398.91,38.51524387264876,209.0,2,0.0,31.371341978526225,4,351.7615051724039,0.0,0,0,0,0,0,0,0,0,0,1,2
1,54.0,3,130688.56,11134.713333333331,0.0,2.0,2.0,0.0,12.0,6.0,10.31,5.0,1,466.13,27.269503796762447,188.0,0,0.0,663.0339730593247,4,730.4373602740086,0.0,0,0,0,0,0,0,0,0,0,1,0
2,54.0,3,130688.56,11134.713333333331,0.0,2.0,2.0,0.0,12.0,3.0,4.31,5.0,1,466.13,44.8661281907173,189.0,0,0.0,199.51674924384682,0,1153.9545840894866,0.0,0,0,0,0,0,0,0,0,0,1,0
3,55.0,3,130688.56,11134.713333333331,0.0,2.0,2.0,0.0,12.0,6.0,6.31,5.0,1,466.13,30.588610535758747,190.0,1,0.0,10000.0,0,1064.575896063119,0.0,0,0,0,0,0,0,0,0,0,1,0
4,55.0,3,130688.56,11134.713333333331,0.0,2.0,2.0,0.0,12.0,6.0,4.31,5.0,1,466.13,27.63354744034139,191.0,0,0.0,284.32690133640364,1,1079.1444319969298,0.0,0,0,0,0,0,0,0,0,0,1,0
5,55.0,3,130688.56,11134.713333333331,0.0,2.0,2.0,0.0,12.0,6.0,4.31,5.0,1,466.13,42.53423387492108,192.0,1,0.0,199.51674924384682,1,951.2575735371154,0.0,0,0,0,0,0,0,0,0,0,1,0
6,55.0,3,130688.56,11134.713333333331,0.0,2.0,2.0,0.0,12.0,6.0,4.31,5.0,1,466.13,33.605156669054054,193.0,1,0.0,199.51674924384682,2,1099.3427245371145,0.0,0,0,0,0,0,0,0,0,0,1,2
7,55.0,3,130688.56,11134.713333333331,0.0,2.0,2.0,0.0,16.0,6.0,4.31,5.0,1,466.13,31.57375065983712,194.0,1,0.0,448.4790995905014,3,934.992233742832,0.0,0,0,0,0,0,0,0,0,0,1,2
8,55.0,3,130688.56,11134.713333333331,0.0,2.0,2.0,0.0,14.0,6.0,4.31,5.0,1,466.13,43.528851246209975,195.0,1,0.0,370.62063837381373,1,992.8506949595196,0.0,0,0,0,0,0,0,0,0,0,1,0
1,29.0,2,15656.82,1557.735,8.0,10.0,18.0,6.0,27.0,16.0,0.88,9.0,0,1997.18,33.5895898662496,164.0,2,42.52019054057048,107.45345181318608,4,285.79985764624354,0.02729616432870192,1,0,0,0,0,0,1,1,0,0,1
2,29.0,2,15656.82,1557.735,8.0,10.0,18.0,6.0,32.0,16.0,0.88,9.0,0,1997.18,30.871070749551016,165.0,2,42.52019054057048,188.560947527514,5,214.6923619319156,0.02729616432870192,1,0,0,0,0,0,1,1,0,0,2
3,30.0,2,15656.82,1557.735,8.0,10.0,18.0,6.0,32.0,14.0,0.88,9.0,0,1997.18,28.753241457261662,166.0,2,42.52019054057048,75.06223933988491,5,328.19107011954463,0.02729616432870192,1,0,0,0,0,0,1,1,0,0,1
4,30.0,2,15656.82,1557.735,8.0,10.0,18.0,6.0,32.0,16.0,0.88,9.0,0,1997.18,38.18435530047413,167.0,2,42.52019054057048,10000.0,2,276.43689264566945,0.02729616432870192,1,0,0,0,0,0,1,1,0,0,2
5,30.0,2,15656.82,1557.735,8.0,10.0,18.0,6.0,32.0,16.0,0.88,9.0,0,1997.18,29.60085927804146,168.0,0,42.52019054057048,164.81249167516103,5,238.44081778426846,0.02729616432870192,1,0,0,0,0,0,1,1,0,0,2
